T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],LabelX
59554,317,409,18,310870,156940,-145880,1
59574,536,891,-48,405860,37310,-360710,1
59594,1065,1942,-115,441140,7980,-529900,1
59614,1539,1997,-199,377580,85610,-506310,1
59634,1017,1784,-97,242690,240730,-127050,1
59654,437,702,254,78260,438060,251230,1
59674,425,635,129,138110,330400,195300,1
59694,501,633,-13,394730,-16310,31150,1
59714,541,623,-51,472710,-147210,-11620,1
59734,643,794,-43,381920,-66360,-51590,1
59754,709,1130,104,240310,91210,-139300,1
59774,1141,1972,23,180110,166180,-216930,1
59794,1267,1997,47,240800,81900,-176120,1
59814,1027,1593,-5,269710,20020,57820,1
59834,770,1050,-25,334740,-61180,233170,1
59854,618,812,-11,290640,-17640,205870,1
59874,478,692,109,164010,95760,114170,1
59894,448,736,206,55860,157080,40320,1
59914,624,951,100,89110,23590,8610,1
59934,815,1164,-9,198660,-199010,15050,1
59954,890,1298,-30,199500,-277410,22470,1
59974,703,1091,68,61530,-181790,25340,1
59994,527,829,123,-84840,-66710,69230,1
60014,458,678,87,-101010,-108500,118370,1
60034,407,583,65,-69510,-223860,120120,1
60054,390,550,42,-76580,-295470,85960,1
60074,397,566,20,-107800,-331380,37100,1
60094,412,599,8,-152670,-339430,-9170,1
60114,425,649,18,-211610,-318150,-26740,1
60134,396,663,55,-282800,-277690,-7490,1
60154,389,663,63,-338730,-264880,36120,1
60174,476,745,8,-330820,-331730,67340,1
60194,602,913,-38,-279440,-431480,50610,1
60214,677,1116,-13,-268100,-461440,-8470,1
60234,671,1213,23,-310940,-417130,-46550,1
60254,621,1108,6,-326060,-400050,17850,1
60274,587,938,-22,-275240,-448560,164010,1
60294,594,836,-26,-218890,-485380,260120,1
60314,656,937,-22,-188720,-471240,226940,1
60334,693,1094,11,-172200,-431900,98420,1
60354,695,1127,49,-169610,-385980,20580,1
60374,781,1148,6,-140560,-378140,68600,1
60394,918,1337,-59,-41300,-432950,122570,1
60414,964,1460,-47,53690,-462280,68180,1
60434,893,1296,-31,57400,-393400,9100,1
60454,784,1082,-2,29680,-291760,49210,1
60474,695,969,31,23940,-206500,80290,1
60494,702,1004,20,63560,-167160,40880,1
60514,829,1126,-61,154840,-188790,-1400,1
60534,902,1226,-87,239470,-208530,-4900,1
60554,826,1204,-30,225330,-113960,-12040,1
60574,679,1057,44,150010,56210,-18130,1
60594,625,897,26,138950,150780,30660,1
60614,613,819,-34,221900,126840,96530,1
60634,572,771,-54,317800,82880,117530,1
60654,506,698,-51,336560,126560,99750,1
60674,421,604,-20,298690,229950,85260,1
60694,367,551,5,252490,333760,81550,1
60714,355,534,9,238280,387310,68950,1
60734,363,547,-9,262570,385140,51730,1
60754,365,561,-12,297570,364560,40530,1
60774,360,542,-6,312130,365540,44380,1
60794,350,507,14,304080,393120,54950,1
60814,378,539,19,316960,375200,-13440,1
60834,437,655,1,346430,336210,-120190,1
60854,518,817,-15,367430,312760,-205170,1
60874,603,994,-9,363720,322210,-224070,1
60894,655,1103,27,339430,350630,-163800,1
60914,704,1147,39,326620,350840,-64330,1
60934,709,1109,57,339780,313880,6510,1
60954,706,1101,56,369670,256550,-700,1
60974,726,1146,40,401870,189210,-45570,1
60994,757,1173,29,400190,150780,-39410,1
61014,791,1212,40,358540,154630,-140,1
61034,841,1329,75,309890,167230,15750,1
61054,891,1446,93,289590,145390,26810,1
61074,918,1442,71,297080,81550,69650,1
61094,879,1324,50,296030,24920,118090,1
61114,814,1229,61,257390,15540,118510,1
61134,762,1179,81,197470,23310,96530,1
61154,697,1083,117,145040,11200,115150,1
61174,700,1046,102,124390,-47040,137620,1
61194,738,1089,69,129220,-134330,116550,1
61214,746,1113,57,103460,-181020,78400,1
61234,691,1042,66,40810,-185010,66570,1
61254,604,922,87,-25410,-185710,79590,1
61274,533,817,84,-63280,-220290,84980,1
61294,486,745,66,-78680,-284200,75180,1
61314,459,691,35,-96530,-344400,59150,1
61334,440,653,17,-131110,-377510,37730,1
61354,412,633,19,-188930,-374010,9240,1
61374,377,616,30,-255080,-355390,-14000,1
61394,340,595,37,-304920,-355530,-17640,1
61414,328,583,19,-326550,-390320,-3990,1
61434,352,604,-9,-329840,-441490,7420,1
61454,392,659,-27,-338940,-471730,2940,1
61474,428,732,-15,-364280,-465990,-8260,1
61494,459,822,5,-384440,-453460,-7630,1
61514,505,910,2,-373450,-471660,16590,1
61534,575,993,-16,-333410,-518070,60410,1
61554,666,1091,-38,-283640,-561820,94990,1
61574,719,1157,-43,-243670,-574770,87990,1
61594,699,1136,-20,-226450,-549850,55930,1
61614,650,1039,-7,-214270,-514780,49490,1
61634,646,957,-21,-170450,-507360,71330,1
61654,700,993,-35,-106540,-509740,61600,1
61674,788,1147,-33,-59850,-485170,-5950,1
61694,878,1331,-30,-34090,-437990,-89530,1
61714,939,1415,-33,-14910,-387660,-128100,1
61734,899,1323,-20,6930,-334460,-106120,1
61754,843,1194,-23,42140,-282520,-74760,1
61774,817,1121,-39,88900,-240100,-67690,1
61794,789,1087,-30,117810,-181370,-85680,1
61814,767,1092,-12,123830,-96460,-113260,1
61834,761,1110,2,139790,-22190,-124950,1
61854,774,1113,-25,186340,13510,-107520,1
61874,744,1059,-43,244020,33950,-69860,1
61894,670,948,-36,271390,88200,-31150,1
61914,578,832,-19,274610,165900,-3780,1
61934,510,753,-11,279790,233590,9520,1
61954,467,698,-19,305060,268730,17990,1
61974,435,662,-28,337610,286090,35070,1
61994,408,627,-32,355600,312550,63000,1
62014,387,595,-30,359030,349860,91770,1
62034,373,574,-31,356650,386750,102550,1
62054,364,562,-31,353850,416570,82460,1
62074,358,570,-27,352590,437990,39480,1
62094,371,613,-20,355250,451570,-9800,1
62114,397,664,-19,364140,455490,-46270,1
62134,426,699,-14,374290,451640,-54390,1
62154,456,740,0,373520,450800,-50820,1
62174,510,836,12,369320,447230,-65940,1
62194,591,987,7,382130,424830,-102760,1
62214,673,1138,7,411530,382900,-138460,1
62234,725,1214,17,427000,350910,-138040,1
62254,742,1212,24,419650,336140,-88060,1
62274,723,1164,38,411670,317310,-22260,1
62294,719,1176,63,401940,295960,11340,1
62314,757,1234,77,392350,265300,11130,1
62334,821,1292,61,389760,213710,28070,1
62354,880,1356,43,385910,155050,68110,1
62374,898,1409,59,359590,123410,88340,1
62394,887,1429,91,303520,126560,82250,1
62414,848,1347,102,251720,116900,92820,1
62434,824,1260,80,226660,67970,136920,1
62454,785,1192,79,215950,70,170940,1
62474,747,1134,87,181930,-41300,168980,1
62494,711,1076,96,126000,-59990,152040,1
62514,679,1039,98,77280,-89460,134890,1
62534,658,1022,87,45920,-141330,113260,1
62554,620,959,74,20090,-203350,94850,1
62574,580,880,58,-10850,-259280,96250,1
62594,533,807,46,-47530,-303310,103390,1
62614,484,743,44,-92330,-331170,90090,1
62634,421,680,48,-196420,-363930,28630,1
62654,379,633,33,-234570,-396970,7770,1
62674,355,608,14,-265440,-435750,-7910,1
62694,343,601,-1,-301980,-460600,-21700,1
62714,334,604,-9,-344890,-469070,-30100,1
62734,322,609,-13,-384860,-471240,-26040,1
62754,323,626,-16,-411530,-479850,-9170,1
62774,344,659,-22,-421190,-499030,13090,1
62794,381,718,-25,-418460,-521360,30240,1
62814,433,804,-22,-405090,-543760,38920,1
62834,509,914,-21,-377370,-571340,37730,1
62854,607,1078,-31,-335230,-604170,22260,1
62874,714,1265,-45,-288680,-632240,3150,1
62894,748,1284,-51,-246750,-643720,14840,1
62914,730,1175,-63,-207200,-636090,52500,1
62934,694,1046,-63,-175210,-604730,59080,1
62954,661,967,-45,-160930,-545020,14630,1
62974,673,980,-27,-143290,-485520,-52080,1
62994,748,1112,-24,-105560,-448420,-127330,1
63014,854,1319,-30,-60690,-422940,-199080,1
63034,969,1503,-52,-18970,-395850,-226310,1
63054,1005,1494,-61,7700,-346080,-193270,1
63074,918,1295,-43,8050,-256480,-135170,1
63094,797,1104,-13,7630,-157570,-118790,1
63114,733,1018,-4,38990,-94710,-149800,1
63134,729,1023,-22,89600,-59500,-180880,1
63154,745,1054,-27,139090,-26460,-189490,1
63174,766,1098,-34,170730,27230,-170940,1
63194,736,1066,-30,190540,93800,-133980,1
63214,693,1002,-33,214340,155890,-91910,1
63234,619,904,-24,247100,206710,-62860,1
63254,561,834,-28,283500,247870,-45430,1
63274,507,768,-34,323120,275730,-28630,1
63294,466,709,-47,352940,305970,1540,1
63314,407,645,-51,363160,350840,36890,1
63334,354,577,-43,356580,408100,61460,1
63354,318,541,-32,352520,454370,67970,1
63374,305,528,-27,361690,475650,62720,1
63394,308,522,-33,379470,476420,54460,1
63414,309,518,-35,393260,473690,44240,1
63434,320,530,-33,398090,477330,20300,1
63454,344,578,-29,400750,481950,-26390,1
63474,389,661,-23,406420,481740,-86870,1
63494,458,794,-19,415380,474880,-143710,1
63514,556,975,-22,428470,460460,-183680,1
63534,668,1170,-25,442680,444010,-191800,1
63554,742,1298,-3,445060,437640,-156030,1
63574,753,1311,34,430220,442470,-88410,1
63594,752,1280,43,429030,421540,-24710,1
63614,766,1267,26,459060,356300,7420,1
63634,780,1281,30,480410,291690,15260,1
63654,817,1336,45,458010,266770,27510,1
63674,867,1411,60,414400,257880,53830,1
63694,908,1488,75,374150,239400,80150,1
63714,908,1493,80,342370,204330,101500,1
63734,852,1366,85,310590,160440,143290,1
63754,802,1238,82,272440,118510,195020,1
63774,767,1177,87,229040,81270,203420,1
63794,738,1153,105,176120,51310,171430,1
63814,715,1114,113,122990,14140,150080,1
63834,711,1086,93,87430,-47880,155330,1
63854,698,1057,75,62720,-120960,159390,1
63874,650,1000,82,20860,-171570,146020,1
63894,585,908,85,-36400,-203000,130200,1
63914,523,816,74,-83440,-245140,121660,1
63934,473,744,56,-115920,-301840,108500,1
63954,426,693,45,-150290,-354410,82600,1
63974,385,648,27,-193970,-394590,55230,1
63994,353,609,14,-239330,-428610,38010,1
64014,335,590,-8,-282800,-457100,25620,1
64034,322,590,-16,-328370,-474180,9380,1
64054,306,594,-14,-379470,-475160,-8330,1
64074,296,602,-18,-426440,-473620,-18760,1
64094,309,636,-30,-453600,-490070,-18270,1
64114,350,702,-39,-458570,-524440,-13020,1
64134,397,794,-36,-454090,-557550,-5600,1
64154,443,891,-26,-447370,-580510,6720,1
64174,515,997,-41,-424830,-611520,25690,1
64194,602,1109,-67,-378840,-658560,44100,1
64214,644,1140,-71,-330260,-693980,51170,1
64234,645,1079,-57,-302750,-688800,56280,1
64254,648,1052,-53,-280700,-661220,56560,1
64274,673,1064,-52,-244790,-637840,23030,1
64294,726,1130,-55,-202510,-616210,-33040,1
64314,808,1248,-60,-163100,-589260,-90650,1
64334,893,1401,-51,-131740,-552580,-144130,1
64354,966,1513,-55,-114240,-498610,-190750,1
64374,980,1472,-67,-92050,-445340,-207620,1
64394,922,1327,-55,-67480,-388290,-187670,1
64414,849,1211,-28,-58730,-305550,-168280,1
64434,820,1172,-23,-53270,-213640,-178290,1
64454,825,1174,-32,21910,-101920,-205940,1
64474,827,1178,-40,62720,-48230,-202230,1
64494,790,1131,-27,93870,17990,-183050,1
64514,748,1068,-34,124880,82180,-152250,1
64534,669,944,-21,157150,143850,-115360,1
64554,600,854,-20,195090,195300,-92400,1
64574,542,782,-23,243670,226870,-79940,1
64594,501,727,-33,287840,255780,-58520,1
64614,473,693,-53,320390,290500,-34720,1
64634,420,645,-44,333760,343910,-8470,1
64654,384,611,-42,343630,395220,18480,1
64674,354,581,-45,359240,428750,42000,1
64694,323,551,-42,371070,457240,59430,1
64714,309,531,-45,382760,477610,65170,1
64734,305,520,-54,393330,492800,55860,1
64754,301,524,-54,395850,511910,28980,1
64774,309,544,-43,395150,531650,-11760,1
64794,341,602,-39,403620,537180,-63700,1
64814,407,726,-41,423360,527100,-123550,1
64834,508,907,-50,447230,511630,-177100,1
64854,627,1131,-59,462980,505610,-208390,1
64874,726,1330,-43,463960,515270,-205730,1
64894,764,1412,-10,460320,524090,-162190,1
64914,739,1340,6,474110,498890,-91000,1
64934,684,1209,25,496370,446670,-16730,1
64954,675,1161,34,505400,393400,29330,1
64974,728,1221,35,505750,337890,39410,1
64994,823,1354,34,489440,293300,36680,1
65014,913,1519,38,451220,267890,35350,1
65034,954,1615,52,398300,254240,54670,1
65054,898,1516,82,339990,240660,119210,1
65074,808,1320,99,287140,211330,198730,1
65094,755,1181,93,254310,151340,234780,1
65114,729,1108,86,223580,88200,220290,1
65134,716,1085,88,173880,45150,181580,1
65154,713,1104,101,111160,13160,149240,1
65174,701,1097,107,56840,-31990,137900,1
65194,679,1059,92,18410,-97860,143850,1
65214,630,971,85,-16730,-167230,152180,1
65234,574,879,71,-58240,-224420,145250,1
65254,511,795,64,-102900,-274330,122570,1
65274,447,714,56,-151690,-314790,97650,1
65294,386,642,46,-203560,-349510,79730,1
65314,342,594,32,-250950,-388570,64330,1
65334,315,562,11,-292530,-430990,45710,1
65354,300,555,-6,-333410,-465500,21630,1
65374,295,573,-22,-378560,-484540,-5950,1
65394,291,596,-27,-426720,-490840,-27160,1
65414,286,619,-26,-470260,-493150,-30590,1
65434,294,648,-33,-496930,-507010,-14140,1
65454,323,700,-43,-499520,-540960,11970,1
65474,389,795,-49,-482160,-585620,32830,1
65494,482,948,-54,-453670,-628180,37870,1
65514,588,1140,-55,-418880,-662970,28140,1
65534,673,1286,-60,-379610,-690620,20300,1
65554,705,1282,-76,-336420,-713580,35210,1
65574,697,1172,-89,-290220,-723730,66710,1
65594,665,1060,-80,-252630,-702100,69020,1
65614,645,1010,-58,-232050,-648900,22890,1
65634,693,1066,-58,-210070,-596470,-41930,1
65654,796,1224,-57,-175140,-559300,-106470,1
65674,902,1421,-44,-143640,-517370,-171920,1
65694,991,1568,-60,-117390,-468580,-222390,1
65714,996,1503,-81,-80150,-429660,-228970,1
65734,881,1248,-53,-61180,-363860,-183960,1
65754,760,1036,-18,-73990,-251440,-130200,1
65774,707,957,-10,-67550,-157290,-124740,1
65794,719,995,-23,-24780,-109620,-165900,1
65814,755,1080,-29,28490,-76930,-213080,1
65834,771,1111,-30,67690,-26740,-224910,1
65854,728,1028,-32,96950,35910,-183540,1
65874,660,915,-31,123690,101430,-113960,1
65894,578,800,-17,152670,163870,-66500,1
65914,515,733,-18,185780,217770,-53970,1
65934,474,686,-26,233030,247940,-57750,1
65954,448,657,-46,284830,265720,-50400,1
65974,413,623,-56,323330,291900,-29540,1
65994,370,585,-51,333060,346430,3220,1
66014,341,557,-43,330470,408940,33180,1
66034,332,552,-45,331870,457030,51660,1
66054,338,564,-48,346080,480200,54180,1
66074,357,598,-57,362530,493360,44800,1
66094,383,646,-61,377580,503300,21280,1
66114,413,709,-62,384650,521010,-13440,1
66134,449,785,-55,389130,540190,-53620,1
66154,507,908,-49,392140,557690,-99960,1
66174,585,1065,-53,403060,562030,-151900,1
66194,646,1189,-48,424340,553420,-187320,1
66214,661,1225,-14,440650,546560,-182700,1
66234,662,1207,16,443660,546280,-140280,1
66254,677,1184,12,458710,516880,-86310,1
66274,700,1195,9,493780,385280,-41860,1
66294,747,1275,18,507430,346010,-44730,1
66314,810,1369,23,485030,318780,-25690,1
66334,862,1436,30,450730,298900,17850,1
66354,875,1465,61,403970,285810,63630,1
66374,860,1433,80,362880,255220,105630,1
66394,820,1329,82,332780,202370,150500,1
66414,770,1198,80,298410,149450,177170,1
66434,731,1118,81,248640,110460,168910,1
66454,693,1070,98,186970,81200,152110,1
66474,668,1032,112,129150,40880,148470,1
66494,658,1000,109,89110,-23310,150080,1
66514,645,973,97,55300,-93240,138670,1
66534,625,951,84,12600,-151830,115570,1
66554,577,888,83,-40460,-197120,102760,1
66574,521,807,75,-93380,-239050,101220,1
66594,468,732,63,-138320,-287560,93660,1
66614,417,674,51,-181300,-335160,73990,1
66634,375,623,37,-226800,-376530,50190,1
66654,343,593,18,-271040,-415030,28910,1
66674,324,576,-1,-315980,-444850,10430,1
66694,315,580,-13,-364210,-460530,-6020,1
66714,308,597,-14,-413070,-466340,-16660,1
66734,312,632,-17,-451080,-477400,-17850,1
66754,340,694,-24,-467740,-505330,-10010,1
66774,395,790,-39,-464870,-545370,770,1
66794,469,918,-45,-451850,-584570,11060,1
66814,540,1051,-42,-435890,-613620,25410,1
66834,608,1171,-53,-404530,-646590,43470,1
66854,652,1218,-69,-356300,-685020,62020,1
66874,638,1138,-73,-315840,-700280,90090,1
66894,603,1013,-64,-288470,-681800,110950,1
66914,599,946,-62,-259140,-652400,92820,1
66934,635,991,-51,-226590,-620970,27510,1
66954,716,1132,-47,-194040,-589190,-59990,1
66974,844,1366,-53,-154490,-566510,-137130,1
66994,960,1549,-78,-111790,-547960,-187950,1
67014,981,1516,-78,-79520,-512400,-191380,1
67034,886,1289,-62,-77280,-431410,-144130,1
67054,789,1084,-37,-82390,-331590,-102760,1
67074,728,995,-21,-74340,-244930,-120470,1
67094,720,1008,-16,-47880,-181930,-174580,1
67114,756,1082,-21,-4970,-138670,-215670,1
67134,801,1147,-37,41300,-100240,-218470,1
67154,781,1101,-35,71610,-43330,-179200,1
67174,710,985,-28,87640,33600,-117950,1
67194,629,858,-21,111090,104440,-71470,1
67214,542,744,-10,146370,158340,-57470,1
67234,495,692,-18,190960,194600,-64680,1
67254,460,654,-28,241640,216930,-65520,1
67274,438,629,-44,280210,245770,-42420,1
67294,399,587,-43,297080,293160,-3570,1
67314,369,561,-39,296730,355460,32550,1
67334,348,551,-31,299250,407680,49070,1
67354,348,563,-35,312060,439460,50750,1
67374,358,576,-42,332920,452900,45850,1
67394,381,610,-53,349230,466200,35420,1
67414,403,655,-56,358750,485240,11550,1
67434,444,737,-60,360920,511770,-27510,1
67454,483,828,-53,359520,538790,-76230,1
67474,536,957,-44,359730,560350,-125300,1
67494,609,1096,-45,374920,563710,-163870,1
67514,654,1185,-38,402010,550620,-174510,1
67534,658,1186,-11,418180,541660,-151200,1
67554,643,1143,12,427560,529200,-110810,1
67574,660,1144,13,450870,488180,-84000,1
67594,699,1202,13,483210,423220,-84490,1
67614,771,1309,11,497770,368130,-89040,1
67634,840,1412,12,492310,330610,-73430,1
67654,884,1479,32,467460,311290,-36610,1
67674,874,1477,67,428260,303520,7210,1
67694,841,1395,78,391790,284060,51520,1
67714,781,1245,76,370790,232610,101570,1
67734,735,1140,77,343490,178010,147630,1
67754,707,1088,84,299320,138110,160790,1
67774,690,1057,98,244720,106820,146160,1
67794,684,1045,107,187810,73290,130130,1
67814,677,1041,105,139300,23590,121450,1
67834,660,1006,89,100100,-39900,117880,1
67854,611,924,84,60200,-102270,118300,1
67874,550,830,84,9310,-150220,121520,1
67894,477,725,82,-47670,-188790,120120,1
67914,426,658,67,-98350,-232610,107240,1
67934,390,619,56,-139930,-284620,84420,1
67954,366,594,35,-179620,-335650,58240,1
67974,349,588,20,-223090,-378000,32130,1
67994,338,590,6,-272230,-407470,8400,1
68014,331,608,0,-325010,-424900,-9940,1
68034,342,643,-8,-374780,-437640,-20300,1
68054,369,704,-20,-412860,-456540,-21560,1
68074,404,775,-26,-436100,-482300,-15680,1
68094,443,856,-28,-449050,-507990,-2520,1
68114,496,954,-35,-440160,-564130,40810,1
68134,551,1043,-45,-409290,-601790,62230,1
68154,600,1111,-52,-370650,-633640,83020,1
68174,632,1130,-58,-333760,-649880,100660,1
68194,643,1100,-58,-299110,-649250,106680,1
68214,647,1068,-52,-264600,-634550,91210,1
68234,674,1075,-44,-226310,-615930,51590,1
68254,723,1142,-45,-185220,-597660,-6230,1
68274,778,1224,-53,-145600,-577570,-66290,1
68294,827,1282,-58,-113330,-544670,-103180,1
68314,865,1314,-51,-90930,-493430,-116900,1
68334,887,1320,-45,-71680,-431410,-122500,1
68354,886,1287,-41,-50190,-367360,-132650,1
68374,851,1216,-36,-31570,-297430,-147280,1
68394,797,1121,-20,-14770,-223510,-154840,1
68414,754,1055,-10,10640,-158620,-156730,1
68434,729,1015,-15,47740,-109410,-152740,1
68454,709,969,-22,86100,-63910,-135310,1
68474,687,934,-26,114730,-7770,-118300,1
68494,650,896,-19,133000,61040,-108290,1
68514,606,848,-11,155610,123200,-97160,1
68534,571,807,-16,191520,164920,-76230,1
68554,533,753,-27,230720,197120,-43820,1
68574,480,681,-29,259210,236250,-9870,1
68594,438,631,-29,275310,284620,16730,1
68614,401,591,-30,292110,325150,32200,1
68634,375,564,-36,307370,359870,41650,1
68654,351,542,-38,319200,392140,46060,1
68674,337,533,-43,327950,422100,44730,1
68694,336,538,-42,334460,448490,34650,1
68714,351,562,-48,336840,472500,14910,1
68734,373,602,-41,337610,492100,-16380,1
68754,416,684,-36,341740,505120,-60410,1
68774,483,814,-35,356930,505890,-111510,1
68794,588,983,-43,379190,498400,-155680,1
68814,688,1198,-48,397670,493290,-184310,1
68834,741,1309,-37,408520,495180,-187180,1
68854,723,1293,-9,411460,501340,-157290,1
68874,673,1197,22,417690,491260,-110110,1
68894,648,1120,29,441560,443870,-62650,1
68914,674,1122,28,471030,374290,-29680,1
68934,745,1219,18,483630,314860,-23730,1
68954,834,1369,19,472150,278530,-36960,1
68974,911,1520,25,440930,263410,-42350,1
68994,925,1558,49,399420,255640,-12180,1
69014,853,1420,81,353430,244440,62580,1
69034,769,1216,87,320250,206780,144550,1
69054,714,1085,80,300580,145320,181860,1
69074,687,1024,79,269570,93870,166950,1
69094,668,1014,91,218190,61320,128310,1
69114,661,1010,100,159110,32760,101990,1
69134,652,1000,102,107520,-8960,103320,1
69154,640,969,94,65590,-66080,115570,1
69174,607,910,85,27790,-127750,120330,1
69194,562,845,75,-12740,-182490,108080,1
69214,506,771,68,-57960,-228690,86310,1
69234,445,693,61,-108570,-266350,71120,1
69254,385,614,54,-160860,-299880,65940,1
69274,350,571,37,-207690,-337330,59010,1
69294,333,553,18,-248850,-376740,41650,1
69314,326,561,4,-290710,-406910,15750,1
69334,331,591,-7,-336000,-424620,-12110,1
69354,349,641,-11,-381220,-434700,-32970,1
69374,376,710,-8,-420070,-443170,-39200,1
69394,409,787,-11,-444150,-459900,-27510,1
69414,454,873,-17,-448280,-491890,-840,1
69434,536,994,-43,-429660,-539910,28770,1
69454,612,1120,-58,-394800,-591150,46620,1
69474,648,1182,-53,-367010,-616350,57680,1
69494,628,1122,-38,-352450,-613760,83440,1
69514,607,1026,-44,-328160,-610400,122780,1
69534,603,957,-48,-281400,-617260,136920,1
69554,625,972,-42,-234360,-611520,103390,1
69574,688,1077,-33,-200410,-585760,34720,1
69594,778,1233,-32,-167720,-557900,-36960,1
69614,884,1380,-55,-127820,-538300,-84910,1
69634,946,1434,-70,-82530,-521920,-101780,1
69654,899,1329,-51,-51030,-480270,-105000,1
69674,815,1170,-29,-48020,-398230,-105910,1
69694,761,1059,-26,-40880,-315350,-103740,1
69714,743,1022,-26,-15820,-253750,-111300,1
69734,732,1022,-14,11970,-196980,-131390,1
69754,744,1045,-26,39970,-139790,-153930,1
69774,736,1023,-29,79660,-97930,-159180,1
69794,710,987,-30,109970,-46690,-136010,1
69814,655,918,-12,127960,20090,-108010,1
69834,603,841,-12,145110,88900,-80080,1
69854,551,758,-16,175350,137340,-50680,1
69874,510,708,-24,213500,170730,-27020,1
69894,479,679,-31,247030,205660,-17570,1
69914,439,643,-30,273770,242690,-13160,1
69934,409,604,-36,293020,334250,30170,1
69954,374,565,-33,298900,374220,49000,1
69974,357,547,-32,304010,409290,50750,1
69994,348,545,-32,312410,432530,38010,1
70014,356,563,-27,320390,448490,18830,1
70034,381,599,-32,329980,455910,-4550,1
70054,422,662,-34,339780,461160,-36890,1
70074,476,762,-37,348110,469210,-85680,1
70094,541,895,-39,354690,480130,-141890,1
70114,603,1040,-34,361900,489720,-179760,1
70134,655,1147,-22,371560,492660,-179340,1
70154,676,1184,-4,384300,484260,-142310,1
70174,684,1170,12,402080,458360,-95690,1
70194,688,1153,22,423290,417410,-70140,1
70214,716,1191,22,443800,366940,-73780,1
70234,767,1273,21,455770,318150,-85120,1
70254,826,1369,18,452900,280280,-78540,1
70274,873,1441,24,431480,259840,-45220,1
70294,870,1432,54,393680,253400,7560,1
70314,821,1342,80,355670,237790,60130,1
70334,781,1246,81,336770,188790,97300,1
70354,761,1171,75,323680,125440,115080,1
70374,750,1140,70,289590,81760,112980,1
70394,738,1125,84,232400,61390,101640,1
70414,715,1101,99,172900,39200,95970,1
70434,683,1044,102,127190,-4550,100940,1
70454,637,960,96,92470,-64330,110250,1
70474,586,878,88,58310,-124950,114520,1
70494,541,796,75,17570,-175000,111510,1
70514,493,719,72,-30170,-212310,101780,1
70534,446,661,67,-82390,-241150,81900,1
70554,407,621,64,-132650,-271740,55440,1
70574,378,594,54,-176610,-309050,31220,1
70594,353,580,40,-215250,-350140,10780,1
70614,352,592,22,-251090,-390320,-7000,1
70634,367,630,3,-288680,-420420,-22960,1
70654,392,684,-7,-328370,-437500,-32830,1
70674,427,752,-13,-363510,-448350,-33040,1
70694,455,820,-14,-391510,-456190,-18900,1
70714,482,874,-15,-407960,-468230,8400,1
70734,525,942,-22,-402220,-496790,34790,1
70754,576,1018,-39,-376740,-535640,47040,1
70774,601,1071,-38,-351680,-559720,53760,1
70794,583,1049,-26,-334740,-563220,74550,1
70814,561,965,-24,-310730,-566650,118370,1
70834,577,922,-34,-269430,-577010,151480,1
70854,634,978,-28,-223650,-577850,129010,1
70874,706,1108,-20,-185570,-560350,60130,1
70894,810,1277,-33,-146510,-544600,-10430,1
70914,897,1411,-50,-102130,-538370,-56140,1
70934,903,1390,-49,-63910,-518560,-70770,1
70954,862,1265,-47,-35700,-474180,-57470,1
70974,813,1146,-42,-13440,-415380,-47390,1
70994,783,1090,-30,630,-345030,-69370,1
71014,791,1120,-15,10360,-268520,-110110,1
71034,832,1212,-16,34650,-208530,-150010,1
71054,860,1252,-31,77210,-170940,-172130,1
71074,819,1160,-37,116060,-130060,-151830,1
71094,727,997,-20,133070,-61250,-97020,1
71114,660,897,-17,141540,17920,-56910,1
71134,585,812,-2,160230,80570,-52710,1
71154,553,772,-14,192150,122710,-58800,1
71174,522,726,-25,235200,144830,-52220,1
71194,483,682,-21,262710,179270,-27650,1
71214,456,652,-28,273910,227710,-910,1
71234,421,612,-25,283010,270970,20440,1
71254,392,572,-29,285740,314160,39550,1
71274,354,529,-20,285390,353850,51590,1
71294,340,515,-18,288960,384930,50050,1
71314,334,520,-16,303590,398230,37170,1
71334,349,528,-24,320250,401520,23590,1
71354,360,536,-23,326480,407330,11480,1
71374,388,585,-19,320040,422590,-15400,1
71394,447,704,-14,316400,435190,-71540,1
71414,547,901,-24,329420,433160,-144760,1
71434,666,1138,-22,348950,425530,-203980,1
71454,770,1314,-13,360360,425950,-218400,1
71474,812,1364,-6,367150,428540,-176120,1
71494,758,1272,9,377230,420420,-119210,1
71514,692,1164,32,389620,401100,-89180,1
71534,672,1119,43,406280,367570,-77700,1
71554,744,1196,24,427210,314300,-62510,1
71574,831,1324,20,443030,255850,-47040,1
71594,912,1495,34,432810,224700,-44590,1
71614,959,1591,47,401590,216440,-50820,1
71634,915,1493,65,372610,201250,-22400,1
71654,825,1303,75,345310,176820,54250,1
71674,760,1177,78,320180,141680,115570,1
71694,722,1099,80,294700,99680,131320,1
71714,702,1054,87,261800,60130,128100,1
71734,712,1070,86,218540,26390,116060,1
71754,717,1094,88,174790,-51660,77000,1
71774,688,1055,88,88410,-94920,83440,1
71794,626,947,87,42070,-135800,104370,1
71814,562,839,81,560,-181090,109970,1
71834,507,746,71,-36610,-228620,97720,1
71854,455,668,60,-78890,-266560,76860,1
71874,416,617,51,-125300,-297010,52290,1
71894,380,580,44,-175630,-320110,26670,1
71914,348,556,40,-226310,-340200,6510,1
71934,323,540,30,-271460,-362950,-5740,1
